avgsen;black;born60;durat;hispan;inc86;inc86sq;narr86;nfarr86;nparr86;pcnv;pcnvsq;ptime86sq;ptime86;tottime
0;0;0;0;1;142.1;20192.41;0;0;0;0;0;0;0;0
0;0;0;0;0;41.4;1713.96;0;0;0;0.5;0.25;0;0;0
0;1;0;6;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;28;784;0;0;0;1;1;0;0;0
0;0;0;1;0;35.9;1288.81;0;0;0;0.25;0.0625;0;0;0
2.9;0;0;2;0;17.7;313.29;0;0;0;1;1;0;0;2.9
0;0;0;0;1;16;256;0;0;0;0.5;0.25;36;6;0
0;0;0;0;0;59.4;3528.36;0;0;0;1;1;0;0;0
0;0;0;12;0;64.4;4147.36;0;0;0;0.5;0.25;0;0;0
0;0;0;8;0;0;0;0;0;0;0;0;0;0;0
0;0;1;3;0;137.2;18823.84;0;0;0;1;1;0;0;0
0;0;0;0;0;112.2;12588.84;0;0;0;0;0;0;0;0
0;0;0;0;1;2.1;4.409.999;0;0;0;0;0;0;0;0
0;1;1;0;0;31.1;967.21;1;1;1;0;0;0;0;0
0;0;0;2;1;34;1156;1;1;0;0.6;0.36;0;0;0
0;0;0;6;0;24.1;580.81;0;0;0;0;0;0;0;0
1.1;0;0;0;0;115.1;13248.01;0;0;0;0.17;0.0289;0;0;1.1
0;0;1;1;0;137.1;18796.41;0;0;0;0.33;0.1089;0;0;0
0;0;0;0;0;63.2;3994.24;0;0;0;0;0;0;0;0
0;0;0;0;1;217.7;47393.29;0;0;0;1;1;0;0;0
0;0;0;0;0;48.2;2323.24;0;0;0;0.5;0.25;0;0;0
0;0;0;0;0;46.9;2199.61;0;0;0;0;0;0;0;0
0;0;1;0;0;129.1;16666.81;0;0;0;0;0;0;0;0
0;0;0;0;0;157.5;24806.25;0;0;0;1;1;0;0;0
0;0;0;0;0;4.1;16.81;3;1;1;0.5;0.25;0;0;0
0;0;0;0;1;39.9;1592.01;0;0;0;0;0;0;0;0
0;0;1;0;0;128.1;16409.61;0;0;0;1;1;0;0;0
0;0;0;0;0;101.2;10241.44;0;0;0;0;0;0;0;0
0;0;1;0;0;71.6;5126.56;0;0;0;0.25;0.0625;0;0;0
0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
0;0;0;6;0;74.4;5535.36;0;0;0;0;0;0;0;0
0;0;0;6;0;0;0;0;0;0;0.67;0.4489;0;0;0
0;0;0;2;0;142.5;20306.25;0;0;0;0;0;0;0;0
0;0;0;0;1;94.4;8911.36;0;0;0;0;0;0;0;0
0;0;1;0;1;85.5;7310.25;0;0;0;0;0;0;0;0
0;0;0;1;1;8.9;7.920.999;2;0;0;0.67;0.4489;0;0;0
0;0;0;4;0;0;0;0;0;0;0.4;0.16;0;0;0
0;0;0;0;1;0;0;0;0;0;0.67;0.4489;144;12;0
0;0;0;0;0;181.5;32942.25;0;0;0;0;0;0;0;0
0;1;0;8;0;6.1;37.21;1;1;1;0.2;0.04;0;0;0
0;0;0;1;1;0.1;0.01;1;1;1;0.5;0.25;0;0;0
0;1;0;0;0;22.1;488.41;0;0;0;0;0;0;0;0
0;0;1;25;0;3.5;12.25;0;0;0;0;0;0;0;0
0;0;0;2;0;15.2;231.04;1;1;1;0.2;0.04;0;0;0
0;0;0;0;0;102.7;10547.29;0;0;0;0.5;0.25;0;0;0
0;0;1;3;1;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;60.3;3636.09;0;0;0;1;1;0;0;0
0;0;1;0;0;104.1;10836.81;0;0;0;0;0;0;0;0
0;0;0;0;0;88.2;7.779.239;0;0;0;0.5;0.25;0;0;0
0;0;0;0;0;118.5;14042.25;0;0;0;1;1;0;0;0
0;0;0;2;0;0.7;0.49;3;2;2;0;0;0;0;0
0;0;1;0;1;88.5;7832.25;0;0;0;0.5;0.25;0;0;0
0;0;0;3;1;0.4;0.16;0;0;0;1;1;0;0;0
0;1;0;9;0;0.4;0.16;1;1;0;0.33;0.1089;0;0;0
0;0;1;1;0;21.4;457.96;0;0;0;1;1;0;0;0
0;0;0;0;0;129.9;16874.01;0;0;0;0.5;0.25;0;0;0
0;0;0;1;0;0;0;1;0;0;0;0;0;0;0
0;0;0;6;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;132.8;17635.84;0;0;0;0.33;0.1089;0;0;0
0;0;1;0;1;104.2;10857.64;0;0;0;0;0;0;0;0
0;1;0;0;0;75.5;5700.25;0;0;0;1;1;0;0;0
0;1;0;16;0;0;0;0;0;0;0.17;0.0289;0;0;0
0;0;0;11;0;0;0;0;0;0;0.33;0.1089;0;0;0
0;0;0;15;0;0;0;2;2;1;0.25;0.0625;0;0;0
0;0;0;0;0;184.8;34151.04;0;0;0;0;0;0;0;0
0;0;0;1;0;96.6;9331.56;0;0;0;0;0;0;0;0
0;1;0;18;0;0;0;1;0;0;0;0;0;0;0
16.2;1;1;0;0;0;0;0;0;0;0;0;144;12;32.4
0;0;0;0;1;50.7;2570.49;1;1;1;0;0;0;0;0
0;0;0;0;0;104;10816;0;0;0;0.5;0.25;0;0;0
0;0;0;0;0;99;9801;0;0;0;0;0;0;0;0
0;0;0;2;1;0;0;0;0;0;0;0;0;0;0
0;0;1;7;0;0.1;0.01;1;0;0;0.5;0.25;0;0;0
0;0;0;0;0;166.4;27688.96;0;0;0;0;0;0;0;0
0;0;1;0;0;164.9;27192.01;0;0;0;0.5;0.25;0;0;0
0;1;0;2;0;10.6;112.36;0;0;0;0;0;0;0;0
0;0;1;0;0;60.4;3648.16;0;0;0;0;0;0;0;0
0;0;0;1;0;25.2;635.04;2;1;1;0;0;0;0;0
0;0;1;1;1;62.8;3943.84;0;0;0;0.33;0.1089;0;0;0
0;0;0;0;0;220.4;48576.16;0;0;0;0;0;0;0;0
0;0;0;15;0;17.4;302.76;0;0;0;0;0;0;0;0
0;0;0;0;1;105.2;11067.04;0;0;0;1;1;0;0;0
7.6;1;0;0;0;47.9;2294.41;0;0;0;0.38;0.1444;36;6;7.6
0;0;0;0;1;39.8;1584.04;0;0;0;0;0;0;0;0
0;0;1;0;0;9.3;8.649.001;0;0;0;0;0;0;0;0
0;0;0;0;0;52.7;2777.29;1;0;0;0;0;0;0;0
0;0;0;0;0;35.1;1232.01;0;0;0;1;1;0;0;0
0;0;0;0;0;189.2;35796.64;0;0;0;0;0;0;0;0
0;0;1;2;0;0;0;0;0;0;1;1;0;0;0
0;0;1;0;0;64.1;4108.81;0;0;0;1;1;0;0;0
0;0;0;1;0;55;3025;0;0;0;1;1;0;0;0
0;0;0;0;0;6.8;46.24;0;0;0;0.6;0.36;0;0;0
0;1;0;0;0;83.7;7.005.689;0;0;0;0;0;0;0;0
0;0;0;8;0;0;0;0;0;0;0;0;0;0;0
0;0;0;4;0;12;144;0;0;0;0.5;0.25;0;0;0
0;0;0;0;0;130.8;17108.64;0;0;0;0;0;0;0;0
0;1;0;0;0;52.1;2714.41;0;0;0;0.5;0.25;0;0;0
0;0;0;0;0;25;625;0;0;0;0;0;0;0;0
0;0;0;0;0;71.3;5083.69;0;0;0;0.33;0.1089;0;0;0
0;1;0;0;0;53.8;2894.44;0;0;0;0;0;0;0;0
0;0;1;0;0;19.3;372.49;0;0;0;0.33;0.1089;0;0;0
0;0;0;0;0;122.5;15006.25;0;0;0;0;0;0;0;0
0;0;0;2;0;0;0;0;0;0;1;1;0;0;0
0;0;0;0;0;256.3;65689.69;0;0;0;0;0;0;0;0
0;0;0;0;0;169.2;28628.64;0;0;0;1;1;0;0;0
0;0;0;0;0;114.7;13156.09;0;0;0;0;0;0;0;0
0;1;0;1;0;0;0;1;0;0;0.4;0.16;0;0;0
0;0;0;0;0;44;1936;0;0;0;0;0;0;0;0
0;0;1;0;0;214.7;46096.09;0;0;0;0;0;0;0;0
0;1;0;10;0;6.5;42.25;0;0;0;0.33;0.1089;0;0;0
0;0;0;0;0;134.7;18144.09;0;0;0;0;0;0;0;0
0;1;0;0;0;18.8;353.44;0;0;0;0.5;0.25;0;0;0
0;0;1;0;0;87.1;7586.41;0;0;0;0;0;0;0;0
0;0;0;7;1;0.2;0.04;0;0;0;1;1;0;0;0
0;0;0;0;1;17.5;306.25;0;0;0;0.67;0.4489;0;0;0
0;0;0;0;0;142.4;20277.76;0;0;0;0;0;0;0;0
0;0;0;15;1;0;0;1;0;0;0.43;0.1849;0;0;0
0;0;0;0;0;125.9;15850.81;0;0;0;0;0;0;0;0
0;0;1;1;0;6;36;1;0;1;0;0;0;0;0
0;0;0;0;0;108.6;11793.96;0;0;0;1;1;0;0;0
0;0;0;0;0;48;2304;0;0;0;1;1;0;0;0
0;0;0;5;0;0;0;0;0;0;0;0;0;0;0
0;0;0;1;1;9;81;0;0;0;1;1;0;0;0
0;0;1;0;1;224.9;50580.01;0;0;0;0;0;0;0;0
0;0;0;1;0;0;0;0;0;0;0.5;0.25;0;0;0
0;0;0;0;0;248.7;61851.69;0;0;0;0;0;0;0;0
0;0;1;0;0;107.8;11620.84;0;0;0;0;0;0;0;0
0;0;0;0;1;5.9;34.81;3;0;0;0.5;0.25;0;0;0
0;0;0;3;0;0;0;0;0;0;0.5;0.25;0;0;0
0;0;0;0;0;70.2;4928.04;0;0;0;0;0;0;0;0
0;0;0;0;1;137.7;18961.29;0;0;0;0;0;0;0;0
0;0;0;0;0;102;10404;0;0;0;0;0;0;0;0
0;0;1;0;1;30.8;948.64;0;0;0;0;0;0;0;0
0;0;0;0;1;61.6;3794.56;0;0;0;1;1;0;0;0
0;0;1;0;0;105.7;11172.49;0;0;0;1;1;0;0;0
0;0;0;0;0;150.4;22620.16;0;0;0;0;0;0;0;0
0;1;0;0;0;62.3;3881.29;0;0;0;0;0;0;0;0
0;0;0;16;0;0;0;0;0;0;0.5;0.25;0;0;0
0;0;0;0;1;79.5;6320.25;0;0;0;1;1;0;0;0
0;1;0;0;0;149.2;22260.64;0;0;0;0;0;0;0;0
0;0;1;0;0;29.1;846.81;0;0;0;1;1;0;0;0
0;0;0;0;1;23;529;1;0;1;0.6;0.36;0;0;0
0;0;0;0;0;92.6;8574.76;0;0;0;1;1;0;0;0
0;0;0;0;0;27.1;734.41;0;0;0;0;0;0;0;0
0;0;0;0;0;148.3;21992.89;0;0;0;1;1;0;0;0
0;1;0;0;0;8.8;77.44;1;1;1;1;1;0;0;0
0;0;0;1;0;51.5;2652.25;1;0;1;0;0;0;0;0
0;0;0;4;0;0.8;0.64;0;0;0;1;1;0;0;0
0;0;1;9;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;1;1;144;12;0
0;0;0;0;0;194.2;37713.64;0;0;0;1;1;0;0;0
7.8;0;0;0;0;13;169;1;1;1;0;0;0;0;7.8
0;0;0;0;0;182.2;33196.84;0;0;0;0.5;0.25;0;0;0
0;0;0;3;0;15.9;252.81;1;0;0;1;1;0;0;0
0;0;1;18;0;47.5;2256.25;0;0;0;0;0;0;0;0
0;0;0;0;1;116.6;13595.56;1;0;0;0;0;0;0;0
0;0;0;0;0;37.7;1421.29;0;0;0;1;1;0;0;0
0;1;0;7;0;0;0;0;0;0;0.67;0.4489;0;0;0
0;1;1;15;0;0;0;0;0;0;0.5;0.25;0;0;0
0;0;1;0;0;54.2;2937.64;0;0;0;0;0;0;0;0
0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
0;0;1;0;1;7.1;50.41;0;0;0;0.67;0.4489;0;0;0
0;0;0;0;0;88.5;7832.25;0;0;0;0;0;0;0;0
0;0;1;1;0;0;0;0;0;0;1;1;0;0;0
0;0;0;4;0;5;25;0;0;0;0.6;0.36;0;0;0
0;0;0;0;0;28.9;835.21;0;0;0;0;0;0;0;0
0;0;0;7;1;0;0;0;0;0;0;0;0;0;0
0;1;1;1;0;0;0;6;3;0;1;1;0;0;0
0;1;0;0;0;34.1;1162.81;0;0;0;0;0;0;0;0
0;1;0;0;0;179.5;32220.25;0;0;0;0.38;0.1444;0;0;0
0;0;0;4;0;0;0;0;0;0;0;0;0;0;0
0;0;1;2;1;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;98.2;9.643.239;0;0;0;1;1;0;0;0
0;1;0;23;0;0.4;0.16;0;0;0;0.33;0.1089;0;0;0
0;0;1;0;1;218.4;47698.56;0;0;0;1;1;0;0;0
0;1;0;1;0;0;0;3;3;0;0.23;0.0529;0;0;0
0;0;0;9;1;0;0;1;1;1;0.2;0.04;0;0;0
0;0;0;0;0;124.1;15400.81;0;0;0;0.33;0.1089;0;0;0
0;0;0;0;0;197.1;38848.41;0;0;0;0;0;0;0;0
0;0;0;0;1;98.8;9761.44;0;0;0;0;0;0;0;0
0;0;0;17;1;0;0;0;0;0;0.5;0.25;0;0;0
0;0;0;6;0;0;0;0;0;0;0.5;0.25;0;0;0
0;0;0;0;0;57.4;3294.76;0;0;0;0;0;0;0;0
0;0;0;1;1;56.1;3147.21;0;0;0;0;0;0;0;0
0;0;0;0;0;124.7;15550.09;0;0;0;0.5;0.25;0;0;0
0;0;1;0;0;187.6;35193.76;0;0;0;1;1;0;0;0
0;1;0;0;0;8.7;7.568.999;0;0;0;0;0;0;0;0
0;0;0;0;0;103.2;10650.24;0;0;0;1;1;0;0;0
0;1;1;0;0;62.5;3906.25;1;0;0;0.5;0.25;0;0;0
0;0;0;0;0;124;15376;0;0;0;0;0;0;0;0
0;0;0;3;1;21.8;475.24;0;0;0;0.8;0.64;0;0;0
0;0;0;0;0;42.1;1772.41;0;0;0;0.5;0.25;0;0;0
0;0;0;0;0;12.1;146.41;0;0;0;0;0;0;0;0
0;1;0;0;0;137;18769;0;0;0;0;0;0;0;0
0;0;0;2;0;0;0;1;0;0;0;0;0;0;0
0;0;0;0;0;88.2;7.779.239;0;0;0;0;0;0;0;0
0;0;0;0;0;72.6;5270.76;0;0;0;0;0;0;0;0
0;0;1;12;0;1.3;1.69;1;0;0;0.25;0.0625;0;0;0
0;0;0;0;0;10.1;102.01;0;0;0;1;1;0;0;0
0;1;1;3;0;0;0;0;0;0;0;0;0;0;0
18.9;0;0;0;0;190.6;36328.36;0;0;0;0.75;0.5625;0;0;18.9
0;0;0;0;0;20.9;436.81;0;0;0;0;0;0;0;0
0;0;0;0;0;72.3;5.227.291;1;1;0;0.5;0.25;0;0;0
0;0;0;0;1;144.3;20822.49;0;0;0;1;1;0;0;0
0;0;0;0;0;123.3;15202.89;0;0;0;0;0;0;0;0
0;1;0;4;0;0;0;2;2;0;0.14;0.0196;0;0;0
0;0;0;0;0;55.7;3102.49;0;0;0;0;0;0;0;0
0;0;1;0;0;282.9;80032.41;0;0;0;1;1;0;0;0
0;0;0;4;1;51.8;2683.24;0;0;0;0.71;0.5041;0;0;0
0;0;0;1;0;10.2;104.04;0;0;0;1;1;0;0;0
0;1;0;7;0;0;0;0;0;0;0.29;0.0841;0;0;0
0;0;0;3;0;3.5;12.25;0;0;0;1;1;0;0;0
0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;73.1;5343.61;0;0;0;1;1;0;0;0
0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;139.8;19544.04;0;0;0;0;0;0;0;0
0;1;1;0;0;62.5;3906.25;0;0;0;0;0;0;0;0
0;0;1;0;0;226.7;51392.89;0;0;0;0;0;0;0;0
0;0;0;0;0;142.4;20277.76;0;0;0;0;0;0;0;0
0;0;0;0;0;0.6;0.36;0;0;0;1;1;0;0;0
0;0;0;0;0;145.3;21112.09;0;0;0;1;1;0;0;0
0;1;0;18;0;0;0;4;3;0;0;0;0;0;0
0;0;0;2;0;0;0;2;2;0;0.5;0.25;0;0;0
0;0;0;0;0;36.7;1346.89;0;0;0;1;1;0;0;0
0;0;1;2;0;0;0;0;0;0;1;1;0;0;0
0;1;0;0;0;55.1;3036.01;0;0;0;0;0;0;0;0
0;1;1;0;0;0;0;0;0;0;0.17;0.0289;144;12;0
0;0;0;25;0;7.6;57.76;1;1;0;0.4;0.16;0;0;0
0;0;0;0;1;211.5;44732.25;0;0;0;0;0;0;0;0
0;1;0;8;0;0;0;0;0;0;1;1;0;0;0
0;0;0;11;0;7.2;51.84;2;2;2;0;0;0;0;0
0;0;0;18;1;0;0;0;0;0;0.75;0.5625;0;0;0
0;1;1;8;0;0;0;1;1;1;1;1;0;0;0
0;0;0;0;1;110.9;12298.81;0;0;0;1;1;0;0;0
0;0;0;0;1;122;14884;0;0;0;0;0;0;0;0
5.6;1;0;5;0;0;0;1;1;0;0.67;0.4489;0;0;5.6
0;0;0;0;0;105.9;11214.81;0;0;0;0;0;0;0;0
0;0;0;0;1;108.1;11685.61;0;0;0;0;0;0;0;0
0;0;0;0;1;6.1;37.21;0;0;0;0;0;0;0;0
0;0;0;1;0;15.5;240.25;1;0;1;1;1;0;0;0
0;0;0;0;0;3.8;14.44;0;0;0;0.2;0.04;0;0;0
0;0;0;0;0;111.2;12365.44;0;0;0;0;0;0;0;0
0;0;0;0;1;120.8;14592.64;0;0;0;0.5;0.25;0;0;0
0;0;1;6;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;23.6;556.96;0;0;0;0.5;0.25;0;0;0
0;0;1;2;1;6.7;44.89;3;2;1;0.6;0.36;0;0;0
0;0;0;8;0;6.3;39.69;0;0;0;0;0;0;0;0
0;0;0;0;1;41.6;1730.56;0;0;0;0.5;0.25;0;0;0
0;0;0;0;0;52.7;2777.29;0;0;0;0;0;0;0;0
0;0;0;0;0;192.2;36940.84;0;0;0;1;1;0;0;0
0;0;0;0;0;100.7;10140.49;1;1;0;1;1;0;0;0
0;0;0;2;1;0.3;0.09;0;0;0;0;0;0;0;0
0;1;0;0;0;5.6;31.36;3;3;3;0;0;0;0;0
0;0;0;0;0;89.3;7.974.491;0;0;0;0;0;0;0;0
0;0;1;0;0;38.5;1482.25;1;0;0;0;0;0;0;0
0;0;0;0;0;14.9;222.01;0;0;0;0;0;0;0;0
0;0;0;2;0;14.4;207.36;0;0;0;0;0;0;0;0
0;0;1;0;0;85.5;7310.25;0;0;0;0;0;0;0;0
0;0;0;0;0;182.5;33306.25;1;1;0;0;0;0;0;0
0;0;0;0;1;0;0;0;0;0;0.38;0.1444;144;12;0
0;0;1;0;0;125.1;15650.01;0;0;0;0;0;0;0;0
0;0;0;16;0;0;0;5;3;4;0;0;0;0;0
0;0;1;0;1;88.1;7761.61;0;0;0;0.6;0.36;0;0;0
0;0;0;0;0;92.6;8574.76;0;0;0;1;1;0;0;0
0;1;1;6;0;0;0;0;0;0;0.2;0.04;0;0;0
0;0;1;0;1;132;17424;0;0;0;1;1;0;0;0
0;0;0;5;0;0;0;0;0;0;0.5;0.25;0;0;0
0;0;0;0;0;89.5;8010.25;1;0;1;0;0;0;0;0
0;0;0;3;1;0;0;0;0;0;0.75;0.5625;81;9;0
0;1;0;0;0;4.1;16.81;0;0;0;0.5;0.25;0;0;0
0;0;1;3;0;0;0;0;0;0;0;0;0;0;0
0;0;1;0;0;130.5;17030.25;0;0;0;1;1;0;0;0
0;0;0;0;1;83.3;6.938.891;1;0;0;0.25;0.0625;0;0;0
0;1;0;0;0;116;13456;0;0;0;0;0;0;0;0
0;0;0;4;0;10.2;104.04;0;0;0;1;1;0;0;0
0;0;0;1;1;38.4;1474.56;0;0;0;1;1;0;0;0
0;0;0;6;0;10;100;0;0;0;1;1;0;0;0
0;0;1;0;1;23.1;533.61;1;0;0;0;0;0;0;0
0;0;0;0;0;46.5;2162.25;0;0;0;0;0;0;0;0
0;0;1;8;1;0;0;0;0;0;1;1;0;0;0
0;0;0;0;0;23.1;533.61;0;0;0;1;1;0;0;0
0;0;0;0;0;258.6;66873.96;0;0;0;1;1;0;0;0
0;0;0;0;0;142.4;20277.76;0;0;0;1;1;0;0;0
0;0;0;0;0;140.2;19656.04;0;0;0;0;0;0;0;0
0;0;0;0;0;109.4;11968.36;0;0;0;1;1;0;0;0
1.4;0;0;0;0;4.5;20.25;0;0;0;0.5;0.25;0;0;1.4
0;0;0;0;0;88.3;7.796.891;0;0;0;0.5;0.25;0;0;0
0;0;0;1;0;15.9;252.81;0;0;0;0;0;0;0;0
0;0;0;0;0;21.9;479.61;0;0;0;1;1;0;0;0
0;0;0;1;0;42.5;1806.25;0;0;0;1;1;0;0;0
0;0;0;0;0;9.5;90.25;0;0;0;0;0;0;0;0
0;0;0;0;0;75.2;5655.04;1;1;1;0.67;0.4489;0;0;0
0;0;1;8;0;0;0;0;0;0;0;0;0;0;0
0;1;0;0;0;0;0;0;0;0;0.14;0.0196;144;12;0
0;1;0;0;0;108.7;11815.69;0;0;0;0;0;0;0;0
0;1;0;19;0;0;0;1;0;0;0.67;0.4489;0;0;0
0;0;0;0;1;89.6;8028.16;0;0;0;0.5;0.25;0;0;0
0;1;0;3;0;1.9;3.61;0;0;0;1;1;0;0;0
0;0;0;0;0;75.2;5655.04;0;0;0;1;1;0;0;0
0;0;0;0;0;27;729;0;0;0;0;0;0;0;0
0;1;0;2;0;0;0;0;0;0;0.23;0.0529;49;7;0
0;0;0;0;0;95.1;9044.01;0;0;0;0.5;0.25;0;0;0
0;0;0;17;0;0;0;0;0;0;0.5;0.25;0;0;0
0;0;0;0;1;72.5;5256.25;0;0;0;0;0;0;0;0
0;0;0;7;0;14.6;213.16;0;0;0;0;0;0;0;0
0;0;0;0;0;143.1;20477.61;0;0;0;0.5;0.25;0;0;0
0;0;1;0;0;12.7;161.29;1;0;0;0.38;0.1444;0;0;0
0;0;0;0;0;250.4;62700.16;0;0;0;1;1;0;0;0
0;0;0;0;0;108.4;11750.56;0;0;0;0;0;0;0;0
0;0;0;0;0;102.2;10444.84;1;0;0;0.25;0.0625;0;0;0
0;0;0;0;1;75.6;5715.36;0;0;0;0;0;0;0;0
0;0;0;0;0;54.2;2937.64;0;0;0;1;1;0;0;0
0;1;0;14;0;18.3;334.89;0;0;0;0.67;0.4489;0;0;0
0;1;1;5;0;41.8;1747.24;0;0;0;0.5;0.25;0;0;0
0;1;1;0;0;92.5;8556.25;0;0;0;0.67;0.4489;0;0;0
19.3;1;1;0;0;14.5;210.25;2;2;0;1;1;0;0;19.3
0;0;0;0;1;38.4;1474.56;1;0;0;0.5;0.25;0;0;0
0;0;0;0;1;0;0;0;0;0;0.17;0.0289;144;12;0
0;0;0;7;1;0;0;0;0;0;1;1;0;0;0
0;0;0;3;0;1.2;1.44;1;1;0;0;0;0;0;0
0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
0;1;1;13;0;0;0;2;1;0;0.36;0.1296;4;2;0
0;0;0;0;1;61.9;3831.61;0;0;0;0;0;0;0;0
0;0;1;0;0;174.3;30380.49;0;0;0;0;0;0;0;0
0;0;1;0;0;6.9;47.61;0;0;0;0;0;0;0;0
0;0;0;2;0;0;0;1;0;1;0.33;0.1089;0;0;0
0;0;0;1;0;56.9;3237.61;0;0;0;1;1;0;0;0
0;0;0;2;1;2.3;5.29;2;0;0;0.5;0.25;0;0;0
0;0;1;0;1;89.5;8010.25;0;0;0;1;1;0;0;0
0;0;0;0;1;82.4;6789.76;2;2;1;1;1;0;0;0
0;0;0;0;0;118;13924;0;0;0;0.5;0.25;0;0;0
0;0;0;0;0;41.7;1738.89;0;0;0;0;0;0;0;0
0;1;0;0;0;175.1;30660.01;0;0;0;0;0;0;0;0
0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
0;0;1;0;0;114.3;13064.49;0;0;0;0;0;0;0;0
0;0;0;0;1;115.4;13317.16;0;0;0;0;0;0;0;0
0;0;0;0;0;12.4;153.76;0;0;0;0.5;0.25;0;0;0
0;0;0;11;0;0;0;0;0;0;0.5;0.25;0;0;0
0;0;0;1;1;0;0;4;1;0;0.67;0.4489;0;0;0
0;0;1;1;0;0;0;0;0;0;1;1;0;0;0
0;0;1;4;1;0;0;2;0;0;0.29;0.0841;0;0;0
0;0;0;5;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;71.4;5097.96;0;0;0;0;0;0;0;0
0;0;0;8;1;0;0;0;0;0;0.4;0.16;0;0;0
0;0;0;0;0;30.7;9.424.901;0;0;0;0.5;0.25;0;0;0
0;0;0;0;0;88;7744;0;0;0;0;0;0;0;0
0;0;0;6;1;0;0;1;1;1;0.25;0.0625;0;0;0
0;0;0;0;0;88.4;7814.56;0;0;0;0;0;0;0;0
0;0;0;4;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;11.3;127.69;0;0;0;1;1;0;0;0
0;0;0;9;0;83.7;7.005.689;0;0;0;0;0;0;0;0
0;0;0;0;1;118.8;14113.44;0;0;0;1;1;0;0;0
0;0;0;0;1;73.8;5446.44;1;1;0;0;0;0;0;0
0;0;0;0;0;20.3;412.09;1;0;1;0;0;0;0;0
0;0;0;25;1;7.8;60.84;0;0;0;0.5;0.25;0;0;0
0;0;0;4;0;44.4;1971.36;0;0;0;1;1;0;0;0
0;0;0;0;0;4.6;21.16;0;0;0;0;0;0;0;0
0;0;0;0;0;34.3;1176.49;0;0;0;0;0;0;0;0
0;0;0;1;0;72.6;5270.76;0;0;0;1;1;0;0;0
0;0;0;0;0;171.1;29275.21;0;0;0;1;1;0;0;0
0;1;0;7;0;0;0;2;2;1;0.5;0.25;0;0;0
0;0;0;0;0;271.5;73712.25;0;0;0;0.5;0.25;0;0;0
0;0;0;4;0;0;0;0;0;0;0;0;0;0;0
0;1;1;0;0;113.5;12882.25;1;1;0;1;1;0;0;0
0;0;0;1;0;5.6;31.36;0;0;0;0.33;0.1089;0;0;0
0;0;1;1;0;4.1;16.81;0;0;0;0;0;0;0;0
0;1;0;0;0;250.9;62950.81;0;0;0;1;1;0;0;0
0;0;0;6;0;0;0;0;0;0;1;1;0;0;0
0;0;0;6;0;0;0;0;0;0;1;1;0;0;0
0;1;1;0;0;133.5;17822.25;0;0;0;0;0;0;0;0
0;0;0;0;0;63.2;3994.24;0;0;0;1;1;0;0;0
0;0;0;6;1;0;0;2;2;0;0.5;0.25;0;0;0
0;0;0;0;0;21.8;475.24;1;0;0;0;0;0;0;0
0;1;0;0;0;147.3;21697.29;0;0;0;0;0;0;0;0
0;0;0;0;0;69.3;4802.49;0;0;0;0;0;0;0;0
0;0;0;0;1;31.8;1011.24;0;0;0;0.67;0.4489;0;0;0
0;0;1;0;1;152.2;23164.84;0;0;0;0;0;0;0;0
0;1;0;0;0;5.2;27.04;1;1;1;0.5;0.25;0;0;0
0;0;1;0;0;41.3;1705.69;0;0;0;1;1;0;0;0
0;0;0;0;0;504.4;254419.4;0;0;0;1;1;0;0;0
0;1;1;1;0;11.8;139.24;0;0;0;0;0;0;0;0
0;0;0;0;0;12.5;156.25;0;0;0;0.5;0.25;0;0;0
0;0;0;0;0;0;0;0;0;0;0.67;0.4489;144;12;0
0;0;0;0;0;122.7;15055.29;0;0;0;1;1;0;0;0
0;0;0;0;0;210.1;44142.01;0;0;0;1;1;0;0;0
0;0;1;0;0;15.7;246.49;0;0;0;0.5;0.25;0;0;0
0;0;0;6;0;27.1;734.41;0;0;0;1;1;0;0;0
0;0;0;0;0;15.2;231.04;0;0;0;1;1;0;0;0
0;0;0;0;0;153.2;23470.24;0;0;0;1;1;0;0;0
0;0;0;0;1;104.6;10941.16;0;0;0;0;0;0;0;0
0;0;0;0;0;3.8;14.44;0;0;0;1;1;0;0;0
0;1;1;5;0;0;0;0;0;0;1;1;0;0;0
0;0;1;0;1;59.8;3576.04;0;0;0;0;0;0;0;0
0;0;1;0;0;0.5;0.25;0;0;0;1;1;0;0;0
0;0;0;0;0;26.4;696.96;0;0;0;1;1;0;0;0
0;1;0;25;0;0;0;2;1;0;0;0;0;0;0
0;0;0;0;0;143.4;20563.56;0;0;0;0;0;0;0;0
0;0;0;0;0;50;2500;0;0;0;0;0;0;0;0
0;0;0;11;0;2.1;4.409.999;0;0;0;0.5;0.25;0;0;0
